StatLevel/internal05,Greater Yang
Story/D_S0702_01_03_Break_01_136,"If she doesn't kill you, she'll likely end her own life afterwards to reunite with us."
Story/D_S0702_01_03_Break_01_135,"How am I supposed to take care of this, do you want me to let her kill it or not let her kill it?"
Story/D_S0702_01_03_Break_01_134,"If I die, she might fight you to the death."
Story/D_S0702_01_03_Break_01_133,"Little Junior Sister... my Little Junior Sister may seem gentle on the outside, but she can be quite stubborn inside."
Story/D_S0702_01_03_Break_01_132,What are you talking about? I won't!
Story/D_S0702_01_03_Break_01_131,"Friend's wife, one must not jest with, you should not act recklessly now that I am dead."
Story/D_S0702_01_03_Break_01_130,"...Sure, then my conditions are the same as well."
Story/D_S0702_01_03_Break_01_129,"A'Huo, in case I die in battle, would you, out of our friendship, take good care of Rou's widow? Can you agree to that?"
Story/D_S0702_01_03_Break_01_128,"I game through life without intending to be unfaithful, yet I inadvertently attracted so much peach blossom luck. I thought time was long and the world vast enough for me to roam freely. Now, however, I must begin planning for their future."
Story/D_S0702_01_03_Break_01_127,Then we have a deal
Story/D_S0702_01_03_Break_01_126,Good... I promise you.
Story/D_S0702_01_03_Break_01_125,I don't care about them. This is what you owe me!
Story/D_S0702_01_03_Break_01_124,"This truly goes against the wishes of others, and the other ladies might get angry."
Story/D_S0702_01_03_Break_01_123,"......No, you still need to ensure that you show favor towards her, spending more time with her and treating her the best."
Story/D_S0702_01_03_Break_01_122,"I assure you that even if Tang Clan ultimately falls and no longer exists, none in the world shall dare to bully Mo Reeling. In contrast, should I fall in battle, I hope you will remember our friendship and take good care of my widow Rui."
Story/D_S0702_01_03_Break_01_121,"Say it, I can do it, I promise to help you."
Story/D_S0702_01_03_Break_01_120,"A'Huo, I'm asking one last time for your help with something."
Story/D_S0702_01_03_Break_01_119,"No, no. You are too considerate; on the day of decisive battle, neither of us will be able to move."
Story/D_S0702_01_03_Break_01_118,"I'll see you to the door. Although your martial arts are strong and few can stop you, after all, we are on Tang Clan grounds. I'm afraid someone might cause trouble for you."
Story/D_S0702_01_03_Break_01_117,"With your abilities, what could you possibly need me for?"
Story/D_S0702_01_03_Break_01_116,"Within my capacity, I will not harm any human life. In contrast, there is something else I would boldly ask of you to agree to."
Story/D_S0702_01_03_Break_01_115,"I indeed fear that you might not know, hoping that your heart will feel remorse at the time and you will show mercy with your hand."
Story/D_S0702_01_03_Break_01_114,"You shouldn't strike such a loud gong, as if you fear I don't know."
Story/D_S0702_01_03_Break_01_113,"But if you have to stand there and take beatings for me, that would be too ungenerous of me. Instead, it might make more sense if I end up owing you. Besides, it ensures I'll always have a debt to pay. So, it's better if you're the one who owes me forever."
Story/D_S0702_01_03_Break_01_112,"Don't misunderstand; I'm not being merciful. If I could defeat you, I wouldn't let you go free."
Story/D_S0702_01_03_Break_01_111,The alliance leader has heard your words; you may return now.
Story/D_S0702_01_03_Break_01_110,"Well, if that's the case, I have nothing to say."
Story/D_S0702_01_03_Break_01_109,"Indeed, it is like this"
Story/D_S0702_01_03_Break_01_108,"Regrettably, it is not possible. The Sect Master has already made his decision, and I have no intention of persuading him to change his mind."
Story/D_S0702_01_03_Break_01_107,"But it cannot be done. Since the Hall Master has given his orders, all disciples of the Tang Clan strictly adhere to them without exception."
Story/D_S0702_01_03_Break_01_106,"Actually, I'm quite afraid of dying too"
Story/D_S0702_01_03_Break_01_105,"A'Huo, is there any possibility for you to persuade the Third Hero of Tang Clan to disband the Tang Clan? If that can be done, I will forsake the position of Alliance Leader and my reputation; I assure you, as long as I am around, no one from the Tang Clan's disciples will seek revenge or cause trouble."
Story/D_S0702_01_03_Break_01_104,"Yes, don't say anything else; otherwise, I'll lose my temper."
Story/D_S0702_01_03_Break_01_103,Truly stubborn. It seems that trying to persuade the Three Heroes of Tang to disband the Tang Clan is also impossible.
Story/D_S0702_01_03_Break_01_102,"I don't know, but we might as well resist it anyway."
Story/D_S0702_01_03_Break_01_101,The Wulin Alliance has the court as its backing. Your Western Wulin Alliance lacks proper name and righteous speech; can you truly accomplish anything?
Story/D_S0702_01_03_Break_01_100,That's right
Story/D_S0702_01_03_Break_01_099,Is it by the Wulin Alliance?
Story/D_S0702_01_03_Break_01_098,But we won't sit idly by and wait to be defeated.
Story/D_S0702_01_03_Break_01_097,"It turns out that the circumstances were already sown long ago, so it's not that they just happen to disapprove of us."
Story/D_S0702_01_03_Break_01_096,"Compared to the threat from the Jin Dynasty or the Mud Cult, the Imperial Court of Great Song is more wary of your Tang Clan. The Mud Cult poses a threat to the authority of the court, but you directly threaten the life of the officials."
Story/D_S0702_01_03_Break_01_095,"If you were the ruler, and suddenly found that thousands of soldiers couldn't stop one person, would you be afraid? What if one day you and your people decided that the current ruler was too wicked and must die?"
Story/D_S0702_01_03_Break_01_094,"It is not just the people of the Jianghu who fear you. Many years ago, Master Tang led his two young disciples to openly rob a court trial, rescue Third Hero Tang, and criticize the officials for their incompetence right in front of the common folk. Not a single official or guard dared to say a word."
Story/D_S0702_01_03_Break_01_093,……。
Story/D_S0702_01_03_Break_01_092,"The Tang Clan is the premier family of Hidden Weapons in the world, with exquisite knowledge of poisons. Their behavior is unpredictable, embodying both righteousness and evil. If you have no principles and do not wish to confront others fairly, there may be someone who can kill you in this world. As long as the Tang Clan exists, people in the Jianghu live in constant fear."
Story/D_S0702_01_03_Break_01_091,"Are you really unaware, or are you just pretending to be ignorant?"
Story/D_S0702_01_03_Break_01_090,What about the Tang Clan? Why did the Imperial Court have to exterminate them completely; they didn't provoke anyone.
Story/D_S0702_01_03_Break_01_089,Why do you think Qin Shi Huang burned books and buried scholars alive?
Story/D_S0702_01_03_Break_01_088,"Enlightening the people's intellect is not a good thing, right?"
Story/D_S0702_01_03_Break_01_087,"Faith serves as a spiritual refuge for the masses, but for those in power, it is a tool for control. The denouncement of the Mud Cult arises from its teachings aimed at enlightening the people's minds, which is detrimental to governance."
Story/D_S0702_01_03_Break_01_086,"Just your words alone are enough to destroy the Tang Clan. I haven't heard anything, so you shouldn't say more. Your dissatisfaction can rot in your belly."
Story/D_S0702_01_03_Break_01_085,I was not plotting against him; I was scolding him.
Story/D_S0702_01_03_Break_01_084,...You're quite bold to accuse the official household.
Story/D_S0702_01_03_Break_01_083,"I see... Oh, I get it, because Emperor of Great Song is a coward?"
Story/O_S0702_01_03_Break_01_009,Unlock Condition: Personality is Brave or higher
Story/O_S0702_01_03_Break_01_008,Because the Emperor of Great Song is a coward.
Story/D_S0702_01_03_Break_01_082,Driving a tiger to devour wolves is just a means.
Story/D_S0702_01_03_Break_01_081,"Maybe that's the case, or maybe it isn't."
Story/D_S0702_01_03_Break_01_080,"As long as you kill enough, Tianyun Mountain Sect will eventually fall to you. You think you're doing the Imperial Court a favor and feel proud of it, but you'll eventually reap what you sow, won't you?"
Story/D_S0702_01_03_Break_01_079,"It's merely driving tigers to devour wolves, without deploying a single soldier or warrior, inciting the people of the Jianghu to self‑destruct. First it was the Mud Cult, then the Tang Clan, and next? Could it be the Quanzhen School?"
Story/O_S0702_01_03_Break_01_007,Drive a tiger to attack wolves
Story/D_S0702_01_03_Break_01_078,"One might say that there was such a factor, but that was long ago. The previous dynasty's emperor was without virtue, leading to great chaos across the land. But does that have anything to do with the Ming Dynasty's rule over China?"
Story/D_S0702_01_03_Break_01_077,Is it possible that the Tang Clan patriarch once gathered people at the outer fortress and defied Emperor Xuanzong of the preceding dynasty's imperial decree?
Story/O_S0702_01_03_Break_01_006,Because the Tang Clan has a history of rebellion.
Story/D_S0702_01_03_Break_01_076,"A'Huo, have you ever pondered why the court does not intervene in Jianghu affairs but insists on targeting the Tang Clan? For this, they went against established norms to promote and favor Shangguan's patriarch, and spared no effort to win over hearts."
Story/O_S0702_01_03_Break_01_005,Reason for the fight
Story/D_S0702_01_03_Break_01_075,"Sorry, I just don't feel sorry about it at all."
Story/D_S0702_01_03_Break_01_074,"Who knew that with such stubborn tempers, you wouldn't respond to the Wulin Alliance. Instead, you've shown a determination to resist all the way, and now the court is also on edge. All my efforts have been in vain."
Story/D_S0702_01_03_Break_01_073,"You, on the other hand, ended up creating a Western Wulin Alliance. It has left us scrambling to keep up."
Story/D_S0702_01_03_Break_01_072,This is like you
Story/D_S0702_01_03_Break_01_071,Is that so?
Story/D_S0702_01_03_Break_01_070,"Although these words may as well not have been spoken, I still told you this for what it's worth. After the meeting at Fengyu Mountain, when the Wulin Alliance convened to discuss strategies with the leaders of various sects, I strongly advocated for the innocence of the Tang Clan. With several sect leaders jointly vouching for them, concerns about the Tang Clan were alleviated. They invited you all to join forces against the Mud Cult."
Story/D_S0702_01_03_Break_01_069,I am truly unworthy of your gratitude
Story/D_S0702_01_03_Break_01_068,"Whether I could help or not is one thing, Ah Sheng, I really appreciate you. Thank you very much."
Story/O_S0702_01_03_Break_01_004,It doesn't matter
Story/D_S0702_01_03_Break_01_067,"No, no, that's a problem with your own cultivation."
Story/D_S0702_01_03_Break_01_066,The True Affection of the Wulin is different; we from the Tang Clan don't just attack someone at the first sign of disagreement.
Story/D_S0702_01_03_Break_01_065,"Young warriors are still relatively easy to deal with. However, the elders all have bigger attitudes, and their tempers are worse one by one. I can't just go and beat them up."
Story/D_S0702_01_03_Break_01_064,"Umm... After all, I'm just a latecomer of the Jianghu. A hero made by circumstances, with nothing but a hollow reputation. I don't have the background or connections like Hero Nangong."
Story/D_S0702_01_03_Break_01_063,You are truly unreliable. I thought you were the Alliance Leader.
Story/O_S0702_01_03_Break_01_003,You are truly unreliable (mouth attack)
Story/D_S0702_01_03_Break_01_062,"I am but a humble and insignificant person. Even the personal opinion of the Alliance Leader cannot sway the prevailing trend... I apologize, A'Huo, for not being able to help."
Story/D_S0702_01_03_Break_01_061,"Fearing that our innocence or guilt is of no real importance, the Tang Clan has made many enemies who wish to fan the flames and eliminate this potential threat."
Story/D_S0702_01_03_Break_01_060,"But Master Shi Ming is a high‑ranking monk of this era, having wandered for many years to spread benevolence far and wide. In contrast, the Tang Clan operates with a biased and unethical approach. Naturally, more people favor Master Shi Ming."
Story/D_S0702_01_03_Break_01_059,Is that so?
Story/D_S0702_01_03_Break_01_058,"Though these words might as well not have been spoken, I still chose to tell you. After the meeting at Fengyu Mountain, when the Wulin Alliance convened the leaders of various factions to discuss strategies, I firmly advocated for the innocence of Tang Clan."
Story/D_S0702_01_03_Break_01_057,"Evil, in an age where people judge by appearance, it's too superficial."
Story/D_S0702_01_03_Break_01_056,"I might have to be a bit dramatic outside, but I won't with you. Anyway, even if you want to say bad things about me, nobody would believe you."
Story/D_S0702_01_03_Break_01_055,You're pretty honest
Story/D_S0702_01_03_Break_01_054,"...Well, to be honest, if it were me, I wouldn't believe it either. In fact, it's more like only a fool would believe such nonsense. Whoever wants to take my sword, I'll cut them down."
Story/D_S0702_01_03_Break_01_053,"On that day at Fengyu Mountain, a group of martial artists called upon us to discard our weapons and leave with clear intentions. For the sake of distinguishing right from wrong, even the women from Jinxiang Sect, who were about to retire, were not spared. The blades still dripped with blood. Can I trust you?"
Story/D_S0702_01_03_Break_01_052,"On the day of the Wulin Conference, I thought that Hero Nangong would become the Alliance Leader, and the fortunes of the Wulin were just beginning to rise. Unexpectedly, in the blink of an eye, the situation changed dramatically. Hero Nangong and the Master of Jinxiang both passed away, and even the Tang Clan nearly came to blows with the Martial Alliance."
Story/O_S0702_01_03_Break_01_002,Changes at Fengyu Mountain
Story/D_S0702_01_03_Break_01_051,"If I had no guilt, I wouldn't have come."
Story/D_S0702_01_03_Break_01_050,"The Tang Clan has been slandered, and you lead the attack against them; this makes me feel very obliged."
